;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2021;Inmuebles_totales;Viviendas_turisticas_2021;Turistas_2021;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021
Pineda de Mar;8;Barcelona;8163;1931.0;229.0;7.06281833616299;5.72916666666667;Cataluña;27974.0;17220.0;554;79159;3.2171893147502906;2160.0;12.54355400696864;11.2137049941928;1.329849012775842
Pino, O;15;Coruña, A;15066;65.0;16.0;3.56435643564356;2.5999000999001;Galicia;4639.0;2839.0;42;8529;1.479394152870729;81.0;2.8531172948221206;2.2895385699189856;0.5635787249031349
Pinos Puente;18;Granada;18158;19.0;37.0;2.93092592592593;2.23076923076923;Andalucía;9853.0;6162.0;16;12152;0.2596559558584875;56.0;0.9087958455047064;0.3083414475819539;0.6004543979227523
Pinseque;50;Zaragoza;50209;31.0;134.0;4.70588235294118;4.08666710148112;Aragón;4184.0;2125.0;6;2370;0.2823529411764706;165.0;7.764705882352941;1.4588235294117646;6.305882352941176
Pinto;28;Madrid;28113;2801.0;59.0;8.33333333333333;6.67180616740088;Madrid, Comunidad de;53537.0;20013.0;54;100203;0.2698246140008994;2860.0;14.290711037825414;13.995902663268875;0.2948083745565382
Pinós, el/Pinoso;3;Alicante;3105;71.0;47.0;3.01724137931034;3.07692307692308;Comunitat Valenciana;8142.0;4323.0;39;12959;0.9021512838306732;118.0;2.729585935692806;1.6423779782558408;1.087207957436965
Pioz;19;Guadalajara;19220;8.0;246.0;5.008943788713283;5.0;Castilla-La Mancha;4687.0;2369.0;12;4737;0.5065428450823132;254.0;10.721823554242295;0.3376952300548754;10.38412832418742
Pizarra;29;Málaga;29080;8.0;70.0;5.801511378442833;4.33895873955042;Andalucía;9572.0;3587.0;36;10442;1.0036241984945635;78.0;2.174519096738221;0.2230275996654586;1.9514914970727628
Piélagos;39;Cantabria;39052;843.0;340.0;5.44554455445545;5.06775635009016;Cantabria;26035.0;11899.0;345;21933;2.8994033112026223;1183.0;9.942011933775948;7.0846289604168415;2.8573829733591056
Pla de Santa Maria, El;43;Tarragona;43108;39.0;31.0;4.94186046511628;3.50877192982456;Cataluña;2340.0;1435.0;2;8171;0.1393728222996515;70.0;4.878048780487805;2.717770034843205;2.1602787456446
Plasencia;10;Cáceres;10148;1681.0;170.0;3.84268311024214;3.57142857142857;Extremadura;39558.0;23058.0;104;36013;0.4510365166102871;1851.0;8.027582617746551;7.290311388672045;0.7372712290745078
Pobla Llarga, la;46;Valencia/Valéncia;46203;56.0;29.0;3.08858547516948;2.7394070083858;Comunitat Valenciana;4440.0;2369.0;7;1751;0.295483326298016;85.0;3.588011819333052;2.3638666103841284;1.2241452089489235
Pobla de Claramunt, La;8;Barcelona;8165;42.0;37.0;4.74736495388669;3.44160583941606;Cataluña;2207.0;1166.0;11;4374;0.9433962264150944;79.0;6.775300171526586;3.602058319039452;3.1732418524871355
Pobla de Farnals, la;46;Valencia/Valéncia;46199;522.0;59.0;5.69736597170514;5.20833333333333;Comunitat Valenciana;8205.0;7952.0;170;5843;2.137826961770624;581.0;7.306338028169014;6.564386317907445;0.7419517102615694
Pobla de Mafumet, La;43;Tarragona;43109;208.0;9.0;5.72172619047619;4.13879946689426;Cataluña;4025.0;1287.0;0;2950;0.0;217.0;16.86091686091686;16.161616161616163;0.6993006993006993
Pobla de Montornès, La;43;Tarragona;43111;63.0;101.0;5.85066821479865;6.12903225806452;Cataluña;2999.0;1509.0;27;6179;1.7892644135188869;164.0;10.868124585818425;4.174950298210735;6.693174287607687
Pobla de Segur, La;25;Lleida;25171;205.0;6.0;3.27868852459016;3.147891427460225;Cataluña;3050.0;2272.0;27;1537;1.1883802816901408;211.0;9.286971830985916;9.022887323943662;0.2640845070422535
Pobla de Vallbona, la;46;Valencia/Valéncia;46202;677.0;362.0;4.62626262626263;5.29075265955213;Comunitat Valenciana;25275.0;10681.0;66;22240;0.6179196704428425;1039.0;9.727553599850202;6.338357831663702;3.3891957681865
Pobla del Duc, la;46;Valencia/Valéncia;46200;20.0;9.0;2.99082568807339;3.646915814862397;Comunitat Valenciana;2483.0;1436.0;1;526;0.0696378830083565;29.0;2.01949860724234;1.392757660167131;0.6267409470752089
Pobla, Sa;7;Balears, Illes;7044;303.0;265.0;5.05464480874317;3.19148936170213;Balears, Illes;13873.0;6099.0;758;81467;12.428266929004756;568.0;9.313002131496969;4.968027545499262;4.344974585997704
Poblets, els;3;Alicante;3901;8.0;80.0;4.179426249065063;5.72172619047619;Comunitat Valenciana;2721.0;2951.0;466;13267;15.79125720094883;88.0;2.982039986445273;0.2710945442222975;2.710945442222976
Pobra de Trives, A;32;Ourense;32063;37.0;9.0;2.79693486590038;2.918654998896532;Galicia;2015.0;2539.0;7;2049;0.2756990941315478;46.0;1.8117369042930287;1.4572666404096102;0.3544702638834187
Pobra do Caramiñal, A;15;Coruña, A;15067;184.0;52.0;4.00406894934334;3.09279665340271;Galicia;9291.0;5647.0;103;7310;1.82397733309722;236.0;4.179210200106251;3.2583672746591112;0.92084292544714
Poio;36;Pontevedra;36041;591.0;134.0;5.24390243902439;3.48005852068059;Galicia;17230.0;9239.0;559;12580;6.050438359129776;725.0;7.847169607100335;6.39679619006386;1.4503734170364757
Pola de Gordón, La;24;León;24114;18.0;12.0;3.15130023640662;2.00377758491467;Castilla y León;3060.0;3339.0;24;5449;0.7187780772686433;30.0;0.8984725965858041;0.5390835579514824;0.3593890386343216
Polanco;39;Cantabria;39054;131.0;51.0;6.25;5.23809523809524;Cantabria;5978.0;2946.0;32;7648;1.0862186014935509;182.0;6.1778682959945685;4.446707399864223;1.7311608961303462
Polinyà;8;Barcelona;8167;352.0;22.0;7.68177028451001;5.26171875;Cataluña;8494.0;3155.0;0;21933;0.0;374.0;11.85419968304279;11.15689381933439;0.6973058637083994
Polinyà de Xúquer;46;Valencia/Valéncia;46197;36.0;20.0;3.21085164835165;2.46951219512195;Comunitat Valenciana;2495.0;1287.0;7;1132;0.5439005439005439;56.0;4.351204351204351;2.797202797202797;1.554001554001554
Pollença;7;Balears, Illes;7042;690.0;309.0;6.49675324675325;4.40740740740741;Balears, Illes;16969.0;11522.0;6059;554698;52.58635653532373;999.0;8.670369727477869;5.988543655615344;2.681826071862524
Polop;3;Alicante;3107;121.0;108.0;4.13502109704641;5.64653521240348;Comunitat Valenciana;5069.0;2786.0;128;19365;4.594400574300072;229.0;8.219669777458723;4.343144292893037;3.876525484565685
Polán;45;Toledo;45133;19.0;66.0;3.41081421675424;2.5247907759801;Castilla-La Mancha;3908.0;1996.0;9;2481;0.4509018036072144;85.0;4.258517034068136;0.9519038076152304;3.306613226452906
Ponferrada;24;León;24115;3530.0;169.0;4.56734339056093;3.41095992822966;Castilla y León;63747.0;40400.0;216;64097;0.5346534653465347;3699.0;9.155940594059404;8.737623762376238;0.4183168316831683
Pont de Suert, El;25;Lleida;25173;136.0;4.0;4.91397134839758;3.147891427460225;Cataluña;2331.0;1865.0;42;18992;2.25201072386059;140.0;7.506702412868632;7.292225201072386;0.2144772117962466
Pont de Vilomara i Rocafort, El;8;Barcelona;8182;91.0;66.0;4.7037037037037;4.00809841332717;Cataluña;4016.0;1899.0;26;4501;1.369141653501843;157.0;8.267509215376514;4.791995787256451;3.475513428120064
Ponte Caldelas;36;Pontevedra;36043;63.0;41.0;3.93258426966292;2.85714285714286;Galicia;5548.0;2630.0;60;5014;2.281368821292776;104.0;3.954372623574145;2.3954372623574143;1.55893536121673
Ponteareas;36;Pontevedra;36042;840.0;130.0;3.88619201725998;3.41812265810142;Galicia;22942.0;12936.0;60;36509;0.4638218923933209;970.0;7.498453927025356;6.493506493506493;1.0049474335188622
Ponteceso;15;Coruña, A;15068;93.0;29.0;2.63636363636364;2.16867469879518;Galicia;5457.0;3648.0;99;5043;2.713815789473684;122.0;3.344298245614035;2.549342105263158;0.7949561403508771
Pontecesures;36;Pontevedra;36044;76.0;18.0;3.38853092783505;2.38432570343185;Galicia;3081.0;1528.0;14;1990;0.9162303664921466;94.0;6.151832460732984;4.973821989528796;1.1780104712041886
Pontedeume;15;Coruña, A;15069;254.0;34.0;3.97266868127256;2.4346017699115;Galicia;7687.0;5525.0;78;2805;1.411764705882353;288.0;5.212669683257919;4.597285067873303;0.6153846153846154
Pontenova, A;27;Lugo;27048;50.0;7.0;2.35294117647059;2.2057685839005488;Galicia;2207.0;1865.0;39;1204;2.091152815013405;57.0;3.0563002680965146;2.680965147453083;0.3753351206434316
Pontes de García Rodríguez, As;15;Coruña, A;15070;230.0;71.0;2.72758735067625;2.3972602739726;Galicia;10032.0;6541.0;4;6994;0.0611527289405289;301.0;4.601742852774805;3.516281914080416;1.0854609386943892
Pontevedra;36;Pontevedra;36038;4931.0;222.0;5.52146868041437;3.13482704402516;Galicia;83114.0;42568.0;562;101086;1.3202405562864123;5153.0;12.105337342604772;11.583818831046797;0.5215185115579778
Ponts;25;Lleida;25172;104.0;27.0;3.56064993564994;2.34682926829268;Cataluña;2629.0;1975.0;28;385;1.4177215189873418;131.0;6.632911392405063;5.265822784810126;1.3670886075949369
Porcuna;23;Jaén;23069;11.0;10.0;2.22222222222222;1.82246603586024;Andalucía;6115.0;3763.0;4;5978;0.1062981663566303;21.0;0.5580653733723093;0.2923199574807334;0.2657454158915758
Porqueres;17;Girona;17137;79.0;76.0;5.8;4.88491061407728;Cataluña;4701.0;1649.0;41;5370;2.486355366889024;155.0;9.39963614311704;4.7907822922983625;4.608853850818678
Porreres;7;Balears, Illes;7043;90.0;182.0;5.39480519480519;3.34077380952381;Balears, Illes;5624.0;2565.0;186;16625;7.251461988304094;272.0;10.60428849902534;3.508771929824561;7.09551656920078
Porriño, O;36;Pontevedra;36039;882.0;89.0;5.18817446583508;3.79103535353535;Galicia;20212.0;8908.0;66;98913;0.740907049842838;971.0;10.900314324202965;9.901212393354289;0.9991019308486754
Portas;36;Pontevedra;36040;0.0;20.0;4.185609799188884;3.85912559914375;Galicia;2860.0;1265.0;15;2924;1.1857707509881423;20.0;1.5810276679841897;0.0;1.5810276679841897
Portillo;47;Valladolid;47122;40.0;19.0;3.58571428571429;2.27397328548644;Castilla y León;2383.0;1419.0;0;1767;0.0;59.0;4.157857646229739;2.818886539816772;1.3389711064129668
Porto do Son;15;Coruña, A;15071;110.0;49.0;4.02867239219896;2.44444444444444;Galicia;9155.0;6373.0;281;17694;4.40922642397615;159.0;2.4949003608975366;1.7260316962184217;0.768868664679115
Porzuna;13;Ciudad Real;13065;3.0;14.0;3.4787665376387884;2.21365147504373;Castilla-La Mancha;3495.0;2818.0;6;1108;0.2129169623846699;17.0;0.603264726756565;0.1064584811923349;0.49680624556423
Posadas;14;Córdoba;14053;41.0;40.0;4.00138298590029;2.88306260093094;Andalucía;7296.0;3859.0;6;2494;0.1554806944804353;81.0;2.098989375485877;1.062451412282975;1.0365379632029024
Pozo Alcón;23;Jaén;23070;11.0;3.0;2.65731292517007;2.527683457804128;Andalucía;4706.0;2892.0;36;3238;1.2448132780082988;14.0;0.4840940525587828;0.3803596127247579;0.1037344398340249
Pozo Cañada;2;Albacete;2901;17.0;18.0;2.52525252525253;2.30309297444129;Castilla-La Mancha;2797.0;1355.0;0;565;0.0;35.0;2.5830258302583027;1.2546125461254614;1.328413284132841
Pozoblanco;14;Córdoba;14054;510.0;40.0;3.23941798941799;2.81050654092736;Andalucía;17156.0;9629.0;8;9443;0.0830823553847751;550.0;5.711911932703292;5.296500155779416;0.4154117769238758
Pozuelo de Alarcón;28;Madrid;28115;3574.0;683.0;12.0375596144089;9.74324324324324;Madrid, Comunidad de;87134.0;29780.0;153;163007;0.513767629281397;4257.0;14.294828744123572;12.001343183344526;2.2934855607790463
Pozuelo de Calatrava;13;Ciudad Real;13066;36.0;60.0;2.67788196359625;2.60889292196007;Castilla-La Mancha;3623.0;1781.0;0;603;0.0;96.0;5.390230207748456;2.021336327905671;3.3688938798427848
Pradejón;26;Rioja, La;26117;66.0;61.0;3.56435643564356;2.60989010989011;Rioja, La;3928.0;1539.0;0;2614;0.0;127.0;8.252111760883691;4.288499025341131;3.96361273554256
Prado del Rey;11;Cádiz;11026;20.0;13.0;3.77908909574468;3.02884615384615;Andalucía;5655.0;3044.0;44;1293;1.445466491458607;33.0;1.0840998685939554;0.657030223390276;0.4270696452036793
Prat de Llobregat, El;8;Barcelona;8169;2859.0;137.0;9.90540540540541;4.6125;Cataluña;65532.0;27903.0;141;631309;0.505322008386195;2996.0;10.737196717198868;10.246210084937104;0.490986632261764
Pravia;33;Asturias;33051;284.0;80.0;3.91078431372549;4.18010752688172;Asturias, Principado de;7936.0;5754.0;60;2678;1.042752867570386;364.0;6.326034063260341;4.935696906499826;1.3903371567605145
Premià de Dalt;8;Barcelona;8230;263.0;247.0;9.31587719298246;8.88888888888889;Cataluña;10419.0;4192.0;40;12914;0.9541984732824428;510.0;12.166030534351146;6.273854961832061;5.892175572519084
Premià de Mar;8;Barcelona;8172;1948.0;292.0;8.54524426821209;7.43472681712616;Cataluña;28523.0;13172.0;115;23716;0.8730640753112663;2240.0;17.00576981475858;14.788946249620407;2.216823565138172
Priego de Córdoba;14;Córdoba;14055;188.0;29.0;3.1798365449142;2.51572327044025;Andalucía;22251.0;13029.0;57;13798;0.4374856090260189;217.0;1.665515388748177;1.442934991173536;0.2225803975746411
Provencio, El;16;Cuenca;16171;5.0;27.0;3.4065477979121965;2.12406890130354;Castilla-La Mancha;2416.0;1696.0;7;1248;0.4127358490566037;32.0;1.8867924528301887;0.294811320754717;1.5919811320754718
Pruna;41;Sevilla;41076;413.5339805825243;95.55339805825244;4.939061551348131;3.524814792568226;Andalucía;2604.0;1642.0;7;1675;0.4263093788063337;509.0873786407767;31.00410344949919;25.184773482492343;5.819329967006847
Puebla de Alfindén, La;50;Zaragoza;50219;286.0;108.0;5.61370481927711;3.73025243155113;Aragón;6446.0;2760.0;5;4380;0.181159420289855;394.0;14.27536231884058;10.36231884057971;3.9130434782608696
Puebla de Cazalla, La;41;Sevilla;41077;14.0;32.0;3.30118754999918;2.37662221836554;Andalucía;10896.0;5486.0;9;4206;0.1640539555231498;46.0;0.8384979948960991;0.2551950419248997;0.5833029529711994
Puebla de Don Fadrique;18;Granada;18164;2.0;6.0;4.206384226479411;3.2762375705642435;Andalucía;2227.0;1983.0;6;4665;0.302571860816944;8.0;0.4034291477559253;0.1008572869389813;0.302571860816944
Puebla de Guzmán;21;Huelva;21058;0.0;8.0;4.313293184460584;3.5780910111542807;Andalucía;3154.0;1614.0;0;52366;0.0;8.0;0.4956629491945477;0.0;0.4956629491945477
Puebla de Montalbán, La;45;Toledo;45136;69.0;103.0;2.86274509803922;2.59259259259259;Castilla-La Mancha;7841.0;4103.0;16;4740;0.3899585669022666;172.0;4.192054594199366;1.6816963197660248;2.510358274433341
Puebla de Sancho Pérez;6;Badajoz;6108;8.0;15.0;2.962972945965435;2.21238938053097;Extremadura;2665.0;1567.0;4;2760;0.2552648372686662;23.0;1.467772814294831;0.5105296745373324;0.9572431397574984
Puebla de la Calzada;6;Badajoz;6103;39.0;26.0;2.84090909090909;2.59006211180124;Extremadura;5861.0;2766.0;1;8113;0.0361532899493853;65.0;2.3499638467100508;1.4099783080260304;0.9399855386840202
Puebla de los Infantes, La;41;Sevilla;41078;0.0;10.0;4.939061551348131;2.90149240667996;Andalucía;2999.0;1691.0;12;500;0.7096392667060911;10.0;0.5913660555884093;0.0;0.5913660555884093
Puebla del Río, La;41;Sevilla;41079;51.0;67.0;5.0;4.13220434131737;Andalucía;11873.0;5125.0;11;5119;0.2146341463414634;118.0;2.302439024390244;0.9951219512195122;1.3073170731707318
Pueblanueva, La;45;Toledo;45137;2.0;19.0;4.157687290851066;2.92035398230089;Castilla-La Mancha;2169.0;1624.0;2;3723;0.1231527093596059;21.0;1.293103448275862;0.1231527093596059;1.1699507389162562
Puente Genil;14;Córdoba;14056;341.0;58.0;3.57142857142857;2.88218111002921;Andalucía;29767.0;14908.0;25;14092;0.1676951972095519;399.0;2.6764153474644488;2.287362489938288;0.3890528575261605
Puente Viesgo;39;Cantabria;39056;32.0;14.0;4.80689882818947;3.9540575441269;Cantabria;2902.0;1180.0;18;412;1.5254237288135593;46.0;3.8983050847457625;2.711864406779661;1.1864406779661016
Puerta de Segura, La;23;Jaén;23072;15.0;14.0;2.21238938053097;1.68548987141581;Andalucía;2250.0;1778.0;5;698;0.281214848143982;29.0;1.6310461192350956;0.843644544431946;0.7874015748031497
Puerto Lumbreras;30;Murcia;30033;264.0;151.0;3.33333333333333;2.77777777777778;Murcia, Región de;16060.0;7768.0;27;18446;0.3475798146240988;415.0;5.342430484037076;3.398558187435633;1.943872296601442
Puerto Real;11;Cádiz;11028;749.0;285.0;5.625;5.0;Andalucía;41771.0;17505.0;116;50468;0.6626678091973722;1034.0;5.906883747500714;4.278777492145101;1.6281062553556127
Puerto Serrano;11;Cádiz;11029;1.0;7.0;5.012413738285534;4.467965812879639;Andalucía;6954.0;3135.0;17;393;0.5422647527910686;8.0;0.2551834130781499;0.0318979266347687;0.2232854864433811
Puerto de Santa María, El;11;Cádiz;11027;2774.0;1278.0;6.4062814956662;7.48088848753803;Andalucía;89060.0;48205.0;1494;108605;3.099263561871175;4052.0;8.40576703661446;5.754589772845141;2.6511772637693185
Puerto de la Cruz;38;Santa Cruz de Tenerife;38028;1903.0;148.0;8.62068965517241;5.45496621440232;Canarias;30179.0;21523.0;1662;381602;7.721971844073781;2051.0;9.529340705292013;8.841704223388932;0.6876364819030805
Puerto del Rosario;35;Palmas, Las;35017;2501.0;652.0;5.95238095238095;4.52264507083902;Canarias;41786.0;18062.0;702;115648;3.886612778208393;3153.0;17.45653858930351;13.84675008304728;3.609788506256229
Puertollano;13;Ciudad Real;13071;640.0;103.0;4.01062030075188;3.44827586206897;Castilla-La Mancha;46036.0;26695.0;19;18703;0.0711743772241993;743.0;2.7832927514515826;2.3974527064993443;0.3858400449522382
Puig-reig;8;Barcelona;8175;216.0;54.0;3.92707644855695;3.61932385229541;Cataluña;4289.0;2591.0;11;5384;0.4245465071401003;270.0;10.420686993438826;8.33654959475106;2.084137398687765
Puigcerdà;17;Girona;17141;477.0;69.0;6.09756097560976;4.49950690335306;Cataluña;9518.0;6355.0;206;90810;3.2415420928402834;546.0;8.591660110149489;7.5059008654602675;1.085759244689221
Pulianas;18;Granada;18165;38.0;52.0;4.19600938967136;4.56630525437865;Andalucía;5480.0;2280.0;2;3372;0.087719298245614;90.0;3.947368421052632;1.6666666666666667;2.280701754385965
Pulpí;4;Almería;4075;100.0;115.0;3.64247194604337;3.21983062808751;Andalucía;10342.0;6206.0;559;60477;9.007412181759587;215.0;3.4643893006767645;1.6113438607798904;1.853045439896874
Punta Umbría;21;Huelva;21060;204.0;57.0;5.46875;5.61797752808989;Andalucía;15891.0;16525.0;255;40331;1.5431164901664145;261.0;1.579425113464448;1.2344931921331317;0.3449319213313161
Puntallana;38;Santa Cruz de Tenerife;38030;1.0;28.0;6.082153700825445;3.39517365198058;Canarias;2549.0;1308.0;136;2671;10.397553516819572;29.0;2.217125382262997;0.0764525993883792;2.140672782874618
Purullena;18;Granada;18167;2.0;4.0;4.206384226479411;3.2762375705642435;Andalucía;2320.0;1090.0;0;1373;0.0;6.0;0.5504587155963303;0.1834862385321101;0.3669724770642202
Puçol;46;Valencia/Valéncia;46205;730.0;187.0;4.92380512583699;5.49367850692354;Comunitat Valenciana;19975.0;7972.0;104;21827;1.3045659809332664;917.0;11.50275965880582;9.157049673858504;2.3457099849473155
Pájara;35;Palmas, Las;35015;503.0;636.0;8.27745283018868;8.16326530612245;Canarias;21014.0;10183.0;1891;1231628;18.570165962879308;1139.0;11.185308848080131;4.939605224393597;6.245703623686536
Quart;17;Girona;17142;69.0;52.0;6.66641190434833;4.98230902227853;Cataluña;3856.0;1308.0;14;3861;1.070336391437309;121.0;9.250764525993883;5.275229357798165;3.97553516819572
Quart de Poblet;46;Valencia/Valéncia;46102;1113.0;52.0;5.05050505050505;4.37970945083014;Comunitat Valenciana;25035.0;12605.0;13;67974;0.103133677112257;1165.0;9.242364141213804;8.829829432764775;0.4125347084490282
Quatretonda;46;Valencia/Valéncia;46104;5.0;14.0;3.871917439700572;2.07106812447435;Comunitat Valenciana;2146.0;1114.0;2;817;0.1795332136445242;19.0;1.7055655296229804;0.4488330341113106;1.2567324955116697
Quel;26;Rioja, La;26120;30.0;8.0;3.07700399747528;3.336079012169648;Rioja, La;2074.0;1570.0;2;1554;0.1273885350318471;38.0;2.4203821656050954;1.910828025477707;0.5095541401273885
Quesada;23;Jaén;23073;17.0;8.0;2.40714361084731;2.527683457804128;Andalucía;5161.0;3520.0;15;7113;0.4261363636363636;25.0;0.7102272727272727;0.4829545454545454;0.2272727272727272
Quijorna;28;Madrid;28119;135.0;88.0;7.02532679738562;5.51215277777778;Madrid, Comunidad de;3593.0;1603.0;6;3878;0.3742981908920773;223.0;13.911416094822208;8.421709295071741;5.489706799750468
Quintana de la Serena;6;Badajoz;6109;6.0;12.0;2.962972945965435;1.66190494792959;Extremadura;4576.0;3231.0;1;1069;0.0309501702259362;18.0;0.5571030640668524;0.1857010213556174;0.3714020427112349
Quintanar de la Orden;45;Toledo;45142;232.0;129.0;3.29815751216819;2.28728010208732;Castilla-La Mancha;11129.0;6291.0;4;4194;0.0635828962009219;361.0;5.738356382133206;3.687807979653473;2.050548402479733
