;Total_vu;Alquiler_mes_vc_m2;Alquiler_mes_vu_m2;Comunidad_autonoma;Turistas;Porcentaje_vc_alquiler;Porcentaje_vu_alquiler
Piles;35.0;3.84615384615385;3.44827586206897;10.0;7275;2.7732463295269167;1.1419249592169658
Piloña;79.0;3.80435250548158;3.24074074074074;2.0;10294;2.256556210611913;1.6060174832282983
Pina de Ebro;32.0;3.96825396825397;3.09364030559571;1.0;17774;4.163512490537472;2.4224072672218018
Pineda de Mar;229.0;7.06281833616299;5.72916666666667;8.0;79159;11.2137049941928;1.329849012775842
Pino, O;16.0;3.56435643564356;2.5999000999001;12.0;8529;2.2895385699189856;0.5635787249031349
Pinos Puente;37.0;2.93092592592593;2.23076923076923;0.0;12152;0.3083414475819539;0.6004543979227523
Pinseque;134.0;4.70588235294118;4.08666710148112;1.0;2370;1.4588235294117646;6.305882352941176
Pinto;59.0;8.33333333333333;6.67180616740088;13.0;100203;13.995902663268875;0.2948083745565382
Pinós, el/Pinoso;47.0;3.01724137931034;3.07692307692308;10.0;12959;1.6423779782558408;1.087207957436965
Pioz;246.0;5.008943788713283;5.0;7.0;4737;0.3376952300548754;10.38412832418742
Pizarra;70.0;5.801511378442833;4.33895873955042;0.0;10442;0.2230275996654586;1.9514914970727628
Piélagos;340.0;5.44554455445545;5.06775635009016;5.0;21933;7.0846289604168415;2.8573829733591056
Pla de Santa Maria, El;31.0;4.94186046511628;3.50877192982456;8.0;8171;2.717770034843205;2.1602787456445998
Plasencia;170.0;3.84268311024214;3.57142857142857;11.0;36013;7.290311388672045;0.7372712290745078
Pobla Llarga, la;29.0;3.08858547516948;2.7394070083858;10.0;1751;2.3638666103841284;1.2241452089489235
Pobla de Claramunt, La;37.0;4.74736495388669;3.44160583941606;8.0;4374;3.6020583190394517;3.1732418524871355
Pobla de Farnals, la;59.0;5.69736597170514;5.20833333333333;10.0;5843;6.564386317907445;0.7419517102615694
Pobla de Mafumet, La;9.0;5.72172619047619;4.13879946689426;8.0;2950;16.161616161616163;0.6993006993006993
Pobla de Montornès, La;101.0;5.85066821479865;6.12903225806452;8.0;6179;4.174950298210735;6.693174287607687
Pobla de Segur, La;6.0;3.27868852459016;3.147891427460225;8.0;1537;9.022887323943662;0.2640845070422535
Pobla de Vallbona, la;362.0;4.62626262626263;5.29075265955213;10.0;22240;6.338357831663702;3.3891957681864997
Pobla del Duc, la;9.0;2.99082568807339;3.646915814862397;10.0;526;1.392757660167131;0.6267409470752089
Pobla, Sa;265.0;5.05464480874317;3.19148936170213;3.0;81467;4.968027545499262;4.344974585997704
Poblets, els;80.0;4.179426249065063;5.72172619047619;10.0;13267;0.2710945442222975;2.7109454422229757
Pobra de Trives, A;9.0;2.79693486590038;2.918654998896532;12.0;2049;1.4572666404096102;0.3544702638834187
Pobra do Caramiñal, A;52.0;4.00406894934334;3.09279665340271;12.0;7310;3.2583672746591112;0.92084292544714
Poio;134.0;5.24390243902439;3.48005852068059;12.0;12580;6.39679619006386;1.4503734170364757
Pola de Gordón, La;12.0;3.15130023640662;2.00377758491467;6.0;5449;0.5390835579514824;0.3593890386343216
Polanco;51.0;6.25;5.23809523809524;5.0;7648;4.446707399864223;1.7311608961303462
Polinyà;22.0;7.68177028451001;5.26171875;8.0;21933;11.15689381933439;0.6973058637083994
Polinyà de Xúquer;20.0;3.21085164835165;2.46951219512195;10.0;1132;2.797202797202797;1.554001554001554
Pollença;309.0;6.49675324675325;4.40740740740741;3.0;554698;5.988543655615344;2.681826071862524
Polop;108.0;4.13502109704641;5.64653521240348;10.0;19365;4.343144292893037;3.876525484565685
Polán;66.0;3.41081421675424;2.5247907759801;7.0;2481;0.9519038076152304;3.306613226452906
Ponferrada;169.0;4.56734339056093;3.41095992822966;6.0;64097;8.737623762376238;0.4183168316831683
Pont de Suert, El;4.0;4.91397134839758;3.147891427460225;8.0;18992;7.292225201072386;0.2144772117962466
Pont de Vilomara i Rocafort, El;66.0;4.7037037037037;4.00809841332717;8.0;4501;4.791995787256451;3.4755134281200637
Ponte Caldelas;41.0;3.93258426966292;2.85714285714286;12.0;5014;2.3954372623574143;1.55893536121673
Ponteareas;130.0;3.88619201725998;3.41812265810142;12.0;36509;6.493506493506493;1.0049474335188622
Ponteceso;29.0;2.63636363636364;2.16867469879518;12.0;5043;2.549342105263158;0.7949561403508771
Pontecesures;18.0;3.38853092783505;2.38432570343185;12.0;1990;4.973821989528796;1.1780104712041886
Pontedeume;34.0;3.97266868127256;2.4346017699115;12.0;2805;4.597285067873303;0.6153846153846154
Pontenova, A;7.0;2.35294117647059;2.2057685839005488;12.0;1204;2.680965147453083;0.3753351206434316
Pontes de García Rodríguez, As;71.0;2.72758735067625;2.3972602739726;12.0;6994;3.516281914080416;1.0854609386943892
Pontevedra;222.0;5.52146868041437;3.13482704402516;12.0;101086;11.583818831046797;0.5215185115579778
Ponts;27.0;3.56064993564994;2.34682926829268;8.0;385;5.265822784810126;1.3670886075949369
Porcuna;10.0;2.22222222222222;1.82246603586024;0.0;5978;0.2923199574807334;0.2657454158915758
Porqueres;76.0;5.8;4.88491061407728;8.0;5370;4.7907822922983625;4.608853850818678
Porreres;182.0;5.39480519480519;3.34077380952381;3.0;16625;3.508771929824561;7.09551656920078
Porriño, O;89.0;5.18817446583508;3.79103535353535;12.0;98913;9.901212393354289;0.9991019308486754
Portas;20.0;4.185609799188884;3.85912559914375;12.0;2924;0.0;1.5810276679841897
Portillo;19.0;3.58571428571429;2.27397328548644;6.0;1767;2.818886539816772;1.3389711064129668
Porto do Son;49.0;4.02867239219896;2.44444444444444;12.0;17694;1.7260316962184217;0.768868664679115
Porzuna;14.0;3.4787665376387884;2.21365147504373;7.0;1108;0.1064584811923349;0.49680624556423
Posadas;40.0;4.00138298590029;2.88306260093094;0.0;2494;1.062451412282975;1.0365379632029024
Pozo Alcón;3.0;2.65731292517007;2.527683457804128;0.0;3238;0.3803596127247579;0.1037344398340249
Pozo Cañada;18.0;2.52525252525253;2.30309297444129;7.0;565;1.2546125461254614;1.328413284132841
Pozoblanco;40.0;3.23941798941799;2.81050654092736;0.0;9443;5.296500155779416;0.4154117769238758
Pozuelo de Alarcón;683.0;12.0375596144089;9.74324324324324;13.0;163007;12.001343183344526;2.2934855607790463
Pozuelo de Calatrava;60.0;2.67788196359625;2.60889292196007;7.0;603;2.021336327905671;3.3688938798427848
Pradejón;61.0;3.56435643564356;2.60989010989011;16.0;2614;4.288499025341131;3.96361273554256
Prado del Rey;13.0;3.77908909574468;3.02884615384615;0.0;1293;0.657030223390276;0.4270696452036793
Prat de Llobregat, El;137.0;9.90540540540541;4.6125;8.0;631309;10.246210084937104;0.490986632261764
Pravia;80.0;3.91078431372549;4.18010752688172;2.0;2678;4.935696906499826;1.3903371567605145
Premià de Dalt;247.0;9.31587719298246;8.88888888888889;8.0;12914;6.273854961832061;5.892175572519084
Premià de Mar;292.0;8.54524426821209;7.43472681712616;8.0;23716;14.788946249620407;2.216823565138172
Priego de Córdoba;29.0;3.1798365449142;2.51572327044025;0.0;13798;1.442934991173536;0.2225803975746411
Provencio, El;27.0;3.4065477979121965;2.12406890130354;7.0;1248;0.294811320754717;1.5919811320754718
Pruna;95.55339805825244;4.939061551348131;3.524814792568226;0.0;1675;25.184773482492343;5.819329967006847
Puebla de Alfindén, La;108.0;5.61370481927711;3.73025243155113;1.0;4380;10.36231884057971;3.9130434782608696
Puebla de Cazalla, La;32.0;3.30118754999918;2.37662221836554;0.0;4206;0.2551950419248997;0.5833029529711994
Puebla de Don Fadrique;6.0;4.206384226479411;3.2762375705642435;0.0;4665;0.1008572869389813;0.302571860816944
Puebla de Guzmán;8.0;4.313293184460584;3.5780910111542807;0.0;52366;0.0;0.4956629491945477
Puebla de Montalbán, La;103.0;2.86274509803922;2.59259259259259;7.0;4740;1.6816963197660248;2.510358274433341
Puebla de Sancho Pérez;15.0;2.962972945965435;2.21238938053097;11.0;2760;0.5105296745373324;0.9572431397574984
Puebla de la Calzada;26.0;2.84090909090909;2.59006211180124;11.0;8113;1.4099783080260304;0.9399855386840202
Puebla de los Infantes, La;10.0;4.939061551348131;2.90149240667996;0.0;500;0.0;0.5913660555884093
Puebla del Río, La;67.0;5.0;4.13220434131737;0.0;5119;0.9951219512195122;1.3073170731707318
Pueblanueva, La;19.0;4.157687290851066;2.92035398230089;7.0;3723;0.1231527093596059;1.1699507389162562
Puente Genil;58.0;3.57142857142857;2.88218111002921;0.0;14092;2.287362489938288;0.3890528575261605
Puente Viesgo;14.0;4.80689882818947;3.9540575441269;5.0;412;2.711864406779661;1.1864406779661016
Puerta de Segura, La;14.0;2.21238938053097;1.68548987141581;0.0;698;0.843644544431946;0.7874015748031497
Puerto Lumbreras;151.0;3.33333333333333;2.77777777777778;15.0;18446;3.398558187435633;1.943872296601442
Puerto Real;285.0;5.625;5.0;0.0;50468;4.278777492145101;1.6281062553556127
Puerto Serrano;7.0;5.012413738285534;4.467965812879639;0.0;393;0.0318979266347687;0.2232854864433811
Puerto de Santa María, El;1278.0;6.4062814956662;7.48088848753803;0.0;108605;5.754589772845141;2.6511772637693185
Puerto de la Cruz;148.0;8.62068965517241;5.45496621440232;4.0;381602;8.841704223388932;0.6876364819030805
Puerto del Rosario;652.0;5.95238095238095;4.52264507083902;4.0;115648;13.84675008304728;3.609788506256229
Puertollano;103.0;4.01062030075188;3.44827586206897;7.0;18703;2.3974527064993443;0.3858400449522382
Puig-reig;54.0;3.92707644855695;3.61932385229541;8.0;5384;8.33654959475106;2.084137398687765
Puigcerdà;69.0;6.09756097560976;4.49950690335306;8.0;90810;7.5059008654602675;1.085759244689221
Pulianas;52.0;4.19600938967136;4.56630525437865;0.0;3372;1.6666666666666667;2.280701754385965
Pulpí;115.0;3.64247194604337;3.21983062808751;0.0;60477;1.6113438607798904;1.853045439896874
Punta Umbría;57.0;5.46875;5.61797752808989;0.0;40331;1.2344931921331317;0.3449319213313161
Puntallana;28.0;6.082153700825445;3.39517365198058;4.0;2671;0.0764525993883792;2.140672782874618
Purullena;4.0;4.206384226479411;3.2762375705642435;0.0;1373;0.1834862385321101;0.3669724770642202
Puçol;187.0;4.92380512583699;5.49367850692354;10.0;21827;9.157049673858504;2.3457099849473155
Pájara;636.0;8.27745283018868;8.16326530612245;4.0;1231628;4.939605224393597;6.245703623686536
Quart;52.0;6.66641190434833;4.98230902227853;8.0;3861;5.275229357798165;3.9755351681957194
Quart de Poblet;52.0;5.05050505050505;4.37970945083014;10.0;67974;8.829829432764775;0.4125347084490282
Quatretonda;14.0;3.871917439700572;2.07106812447435;10.0;817;0.4488330341113106;1.2567324955116697
Quel;8.0;3.07700399747528;3.336079012169648;16.0;1554;1.910828025477707;0.5095541401273885
Quesada;8.0;2.40714361084731;2.527683457804128;0.0;7113;0.4829545454545454;0.2272727272727272
Quijorna;88.0;7.02532679738562;5.51215277777778;13.0;3878;8.421709295071741;5.489706799750468
Quintana de la Serena;12.0;2.962972945965435;1.66190494792959;11.0;1069;0.1857010213556174;0.3714020427112349
Quintanar de la Orden;129.0;3.29815751216819;2.28728010208732;7.0;4194;3.687807979653473;2.050548402479733
Quintanar del Rey;45.0;2.63157894736842;2.1551724137931;7.0;472;2.460850111856823;1.2583892617449663
Quinto;26.0;4.320547593041594;2.41279069767442;1.0;2178;0.4803073967339097;2.4975984630163306
Quiroga;3.0;2.38095238095238;2.2057685839005488;12.0;5071;2.118242175150174;0.094846664558963
Rafal;25.0;3.44827586206897;2.92222222222222;10.0;800;2.76981852913085;1.1938872970391594
Rafelguaraf;14.0;3.871917439700572;2.55845610510188;10.0;432;0.5640612409347301;1.1281224818694602
Ramales de la Victoria;5.0;4.55696202531646;4.11432755322461;5.0;1016;2.687458526874585;0.165892501658925
Rambla, La;10.0;3.36842105263158;2.44367728332961;0.0;6498;0.6987577639751553;0.2587991718426501
Real Sitio de San Ildefonso;59.0;5.42347222222222;4.16666666666667;6.0;6267;6.514581373471308;1.38758231420508
Realejos, Los;176.0;5.12820512820513;3.13991461969403;4.0;69917;5.066875527171948;1.060368719122786
Recas;79.0;3.84615384615385;2.76162790697674;7.0;1406;4.537885095753539;3.288925895087427
Redondela;187.0;4.76190476190476;3.70786516853933;12.0;31804;4.851202609050143;1.2705530642750371
Redován;26.0;3.03061224489796;3.01587301587302;10.0;1582;1.9824412347776836;0.7363353157745681
Reinosa;16.0;4.60526315789474;3.74489504853666;5.0;3781;5.397631133671743;0.2707275803722504
Reocín;72.0;5.19480519480519;4.48182113293297;5.0;6504;4.442771084337349;1.8072289156626504
Requena;150.0;3.44827586206897;2.69063706563707;10.0;33361;4.1864139020537126;1.077121930202499
Reus;228.0;5.57692307692308;5.171434169279;8.0;186768;11.054538697389203;0.4236736969246492
Rianxo;27.0;3.71288311592214;1.74418604651163;12.0;4838;1.993704092339979;0.472193074501574
Riaza;16.0;4.45205479452055;3.64052642585772;6.0;829;3.653322969296541;0.6218422075398368
Riba-roja de Túria;261.0;4.47761194029851;5.72916666666667;10.0;75786;5.61936402467964;2.477456098718557
Ribadavia;27.0;2.92892156862745;2.45098039215686;12.0;3108;3.255146002872188;0.646242221158449
Ribadeo;70.0;4.02405262192886;2.45535714285714;12.0;10636;8.188838700276847;1.0199621156928458
Ribadesella;52.0;4.82456140350877;3.87786499599538;2.0;17914;3.271841280891054;0.9049773755656108
Ribadumia;22.0;3.85542168674699;2.38587912757933;12.0;4167;3.911870503597122;0.9892086330935252
Ribamontán al Mar;24.0;6.60707910014514;3.70762711864407;5.0;27237;3.098407156884137;0.52367444905084
Ribamontán al Monte;32.0;5.26856666666667;3.34841387308245;5.0;10926;2.775290957923008;2.864816472694718
Ribeira;92.0;4.12909108414624;2.27629042891797;12.0;31375;4.55121627331442;0.5553208184945977
Ribera del Fresno;10.0;2.962972945965435;1.93399044205496;11.0;1912;0.053763440860215;0.5376344086021505
Ricla;52.0;4.11392405063291;2.61521883289125;1.0;4351;3.3381712626995648;3.7735849056603774
Riells i Viabrea;140.0;7.40740740740741;6.00085503814786;8.0;5113;3.1222896790980053;6.071118820468343
Rinconada, La;219.0;5.26315789473684;3.96825396825397;0.0;27044;3.044215284644724;1.5468286481141404
Rincón de Soto;47.0;3.125;2.90322580645161;16.0;2152;2.904564315352697;2.1668971876440755
Rincón de la Victoria;430.0;7.14285714285714;6.38775045537341;0.0;76442;8.356985178177231;1.695048880479344
Riogordo;18.0;5.801511378442833;3.38118602882594;0.0;4658;0.12453300124533;1.1207970112079702
Riosa;9.0;3.16455696202532;3.4540307122513703;2.0;92;1.1591962905718702;0.6955177743431221
Ripoll;56.0;4.81707893011523;4.33583959899749;8.0;15624;10.19756838905775;0.851063829787234
Ripollet;96.0;8.39622641509434;5.27677224736048;8.0;21684;11.951900079723623;0.6377889981397821
Riudarenes;73.0;6.1046511627907;4.28952991452992;8.0;16761;3.2231404958677685;6.033057851239669
Riudellots de la Selva;51.0;6.57651072124756;4.58333333333333;8.0;30457;9.937888198757763;6.3354037267080745
Riudoms;81.0;4.87341772151899;4.35540069686411;8.0;9721;7.674262734584451;2.714477211796247
Rivas-Vaciamadrid;336.0;8.24742268041237;7.01054497946995;13.0;91042;13.931810122093315;1.70221389128122
Roa;30.0;4.41123307245979;2.99242424242424;6.0;625;4.060913705583756;1.9035532994923856
Robla, La;20.0;3.01553205551884;1.86645229566916;6.0;2166;1.856513530522341;0.6293266205160478
Robledo de Chavela;137.0;5.48269846132898;4.13011695906433;13.0;8798;1.7908723281340266;3.957250144425188
Roca del Vallès, La;158.0;7.78508771929825;5.75851654832984;8.0;129159;10.102210601378657;3.755645352983124
Rocafort;148.0;5.88235294117647;6.92152300592921;10.0;3232;10.946745562130175;4.865220249835635
Rociana del Condado;63.0;4.313293184460584;3.18181818181818;0.0;8103;0.1578282828282828;1.9886363636363635
Roda de Andalucía, La;29.0;4.939061551348131;2.58503401360544;0.0;6135;0.2869440459110473;1.3868962219033956
Roda de Ter;115.0;5.42168674698795;4.08163265306122;8.0;616;9.92619926199262;4.243542435424354
Roda, La;85.0;3.02775655716832;2.33644859813084;7.0;23419;4.521016617790812;1.0386119257087
Rodeiro;4.0;2.25225225225225;3.105243304049866;12.0;1334;1.431238332296204;0.2489110143123833
Rois;20.0;4.00280201182304;3.32595026779519;12.0;2777;1.704848161960575;1.0655301012253595
Rojales;123.0;4.91803278688525;5.63613188688992;10.0;204471;0.5726730117760929;0.9920954992740764
Romana, la;11.0;4.179426249065063;3.1063829787234;10.0;9718;0.358974358974359;0.5641025641025641
Ronda;231.0;4.46022920736002;4.02111777111777;0.0;88662;4.557813040684167;1.1419249592169658
Roquetas de Mar;434.0;5.12820512820513;4.29238985313752;0.0;199339;7.472145206564604;0.7473867295803268
Roquetes;96.0;4.12844036697248;3.676967648479;8.0;5759;3.449212384573601;2.607278652906029
Rosal, O;55.0;4.15094339622642;2.72856395305375;12.0;71501;2.4958859023587494;1.5085024684585848
Rosario, El;198.0;7.52393693102462;5.93229702970297;4.0;26979;7.777634464078421;2.553850122533213
Roses;151.0;6.5863967948718;4.75247524752475;8.0;758112;4.683929931454684;0.575019040365575
Rota;834.0;6.48749398749399;10.521707568308;0.0;190258;5.535536302997777;3.19711722763168
Rozas de Madrid, Las;602.0;11.9345;8.62754782837762;13.0;139205;14.889606123789664;1.7194595984119276
Rubí;424.0;8.13953488372093;6.78702152739004;8.0;75619;11.630611058413145;1.2973899207490591
Rus;4.0;2.54802668595772;2.527683457804128;0.0;483;0.6629834254143646;0.2209944751381215
Rute;19.0;3.04364902083398;2.36363636363636;0.0;8876;0.8084891359272359;0.3200269496378642
Rúa, A;17.0;2.64367816091954;2.44252056784626;12.0;2183;3.1873614190687363;0.4711751662971175
Sabadell;987.0;7.56578947368421;5.45721876953164;8.0;180459;11.08688057758064;1.0448535405396822
Sabiote;9.0;3.146629172627617;2.527683457804128;0.0;618;0.1592356687898089;0.35828025477707
Sabiñánigo;29.0;4.56152253088624;3.66379310344828;1.0;47764;7.767624020887728;0.3785900783289817
Sada;152.0;5.04808510638298;4.10342538551387;12.0;9077;10.133880582429397;1.4853904035962084
Sagunto/Sagunt;266.0;4.48717948717949;5.32063889385541;10.0;213449;5.031252959560565;0.6297944881144047
Sahagún;20.0;3.26265732265446;2.36789707570901;6.0;11503;2.3468575974542563;0.7955449482895783
Salamanca;190.0;5.61619019257494;4.66849311000238;6.0;265839;12.75209718224744;0.1946103184439368
Salar;1.0;4.206384226479411;3.2762375705642435;0.0;827;0.0802568218298555;0.0802568218298555
Salas;36.0;3.53557590700951;3.04857670709947;2.0;7533;1.5444855340439416;0.7831194257124211
Salas de los Infantes;13.0;3.57142857142857;3.96537216828479;6.0;606;3.602305475504323;0.936599423631124
Salceda de Caselas;39.0;4.15593073593074;3.80952380952381;12.0;18872;8.528740402573147;0.8092965345507367
Saldaña;6.0;3.2258064516129;3.3804530394102783;6.0;630;3.662859393461993;0.2363135092556124
Salines, Ses;141.0;6.25;4.42386430311388;3.0;101710;7.096774193548387;3.9551192145862553
Sallent;46.0;5.28701343836886;3.54723190089044;8.0;9658;5.661861074705112;1.2057667103538665
Salobreña;77.0;4.52941176470588;3.88143715970962;0.0;56101;2.3304697495887408;0.7037104734052275
Salou;67.0;7.14285714285714;5.80808080808081;8.0;531766;8.245384688964704;0.2136275228772757
Salt;160.0;6.30490740740741;4.80780214424951;8.0;50960;7.127240926978574;1.3992129427197202
Salteras;116.0;5.14506818181818;3.92754348503047;0.0;9044;1.453884597910041;5.270331667423898
